onset,duration,trial_type
0.0,30.0,rest
30.0,0.5,correct_rejection
30.75,0.5,hit
32.0,0.5,hit
33.25,0.5,hit
35.0,0.5,hit
36.75,0.5,hit
37.5,0.5,false_alarm
39.0,0.5,hit
40.5,0.5,hit
41.5,0.5,hit
42.5,0.5,false_alarm
43.75,0.5,hit
45.5,0.5,hit
46.75,0.5,hit
48.0,0.5,hit
49.0,0.5,hit
50.5,0.5,false_alarm
52.0,0.5,hit
53.5,0.5,hit
54.5,0.5,hit
55.75,0.5,hit
56.75,0.5,miss
58.5,0.5,hit
60.0,0.5,hit
61.25,0.5,hit
62.75,0.5,correct_rejection
63.5,0.5,hit
64.25,0.5,hit
65.75,0.5,false_alarm
67.0,0.5,hit
68.25,0.5,hit
69.75,0.5,hit
71.0,0.5,miss
72.75,0.5,hit
74.25,0.5,hit
76.0,0.5,correct_rejection
76.75,0.5,hit
77.75,0.5,hit
78.5,0.5,false_alarm
79.5,0.5,hit
81.0,0.5,hit
82.0,0.5,hit
82.75,0.5,hit
84.0,0.5,hit
85.0,0.5,false_alarm
86.25,0.5,miss
88.0,0.5,hit
89.0,0.5,miss
90.75,0.5,false_alarm
92.25,0.5,hit
93.0,0.5,hit
94.75,0.5,hit
96.5,0.5,hit
97.75,0.5,hit
98.75,0.5,hit
99.75,0.5,hit
100.5,0.5,hit
101.25,0.5,hit
103.0,0.5,hit
104.25,0.5,false_alarm
105.0,0.5,hit
106.0,0.5,hit
107.75,0.5,hit
109.25,0.5,hit
110.5,0.5,false_alarm
112.0,0.5,hit
113.0,0.5,false_alarm
113.75,0.5,hit
115.0,0.5,hit
116.75,0.5,hit
117.75,0.5,hit
118.5,0.5,hit
120.0,0.5,correct_rejection
120.75,0.5,hit
121.5,0.5,hit
122.25,0.5,false_alarm
124.0,0.5,hit
125.0,0.5,false_alarm
125.75,0.5,hit
127.5,0.5,hit
128.75,0.5,hit
129.5,0.5,miss
131.0,0.5,hit
132.25,0.5,false_alarm
133.25,0.5,hit
134.75,0.5,miss
136.5,0.5,miss
137.75,0.5,miss
139.0,0.5,miss
139.75,0.5,miss
141.0,0.5,miss
142.5,0.5,miss
143.75,0.5,miss
145.5,0.5,miss
146.5,0.5,miss
148.0,0.5,miss
149.5,0.5,correct_rejection
150.5,0.5,miss
152.0,0.5,miss
153.0,0.5,miss
154.5,0.5,correct_rejection
156.0,0.5,miss
157.0,0.5,correct_rejection
158.25,0.5,correct_rejection
159.0,0.5,miss
160.75,0.5,miss
162.5,0.5,miss
164.0,0.5,miss
165.0,0.5,miss
165.75,0.5,miss
166.75,0.5,miss
167.5,0.5,correct_rejection
169.0,0.5,miss
169.75,0.5,miss
171.5,0.5,miss
172.25,0.5,correct_rejection
173.25,0.5,correct_rejection
174.25,0.5,miss
175.25,0.5,miss
177.0,0.5,miss
178.75,0.5,correct_rejection
179.75,0.5,hit
181.25,0.5,hit
182.75,0.5,hit
184.5,0.5,hit
186.25,0.5,miss
187.0,0.5,hit
188.75,0.5,hit
190.0,0.5,hit
191.0,0.5,hit
192.0,0.5,false_alarm
193.75,0.5,hit
194.75,0.5,hit
196.5,0.5,hit
197.5,0.5,miss
198.5,0.5,hit
199.75,0.5,miss
201.5,0.5,hit
202.25,0.5,hit
203.25,0.5,false_alarm
204.5,0.5,hit
205.5,0.5,false_alarm
206.75,0.5,hit
208.5,0.5,correct_rejection
209.25,0.5,hit
211.0,0.5,hit
211.75,0.5,false_alarm
213.25,0.5,false_alarm
215.0,0.5,hit
216.75,0.5,hit
218.0,0.5,correct_rejection
218.75,0.5,hit
220.5,0.5,hit
221.25,0.5,hit
222.0,0.5,hit
222.75,0.5,hit
223.75,0.5,hit
225.5,0.5,hit
226.5,0.5,hit
227.75,0.5,hit
228.5,0.5,correct_rejection
229.75,0.5,false_alarm
231.25,0.5,hit
232.25,0.5,hit
234.0,0.5,miss
234.75,0.5,miss
235.75,0.5,miss
236.5,0.5,hit
237.25,0.5,false_alarm
238.25,0.5,hit
239.75,0.5,hit
241.25,0.5,hit
242.75,0.5,hit
244.5,0.5,false_alarm
245.75,0.5,hit
247.25,0.5,miss
248.5,0.5,hit
249.75,0.5,hit
251.25,0.5,hit
252.75,0.5,hit
253.75,0.5,hit
255.5,0.5,false_alarm
256.75,0.5,hit
258.25,0.5,miss
259.75,0.5,miss
261.25,0.5,miss
263.0,0.5,miss
264.75,0.5,miss
266.0,0.5,correct_rejection
267.75,0.5,miss
269.5,0.5,miss
270.5,0.5,miss
271.75,30.0,rest
